card_id,total_transactions,fraud_transactions,avg_amount,max_amount,last_tx_ts,fraud_rate,is_risky
card_0130,142,1,64.58802816901408,1819.32,2013-01-02 23:55:36+00:00,0.007042253521126761,1
card_0131,142,0,59.726830985915484,696.51,2013-01-02 23:18:46+00:00,0.0,0
card_0132,142,0,69.18908450704225,925.4,2013-01-02 23:48:25+00:00,0.0,0
card_0133,142,1,67.94739436619719,1464.25,2013-01-02 23:25:04+00:00,0.007042253521126761,1
card_0134,142,0,117.16711267605633,6652.89,2013-01-02 23:50:24+00:00,0.0,0
card_0135,142,0,60.29457746478873,867.6,2013-01-02 23:57:28+00:00,0.0,0
card_0136,142,0,108.27605633802817,3115.67,2013-01-02 23:42:54+00:00,0.0,0
card_0137,142,0,129.94760563380282,3980.0,2013-01-02 22:34:43+00:00,0.0,0
card_0138,142,0,71.99330985915492,772.7,2013-01-02 23:17:24+00:00,0.0,0
card_0139,142,2,104.33521126760563,3546.0,2013-01-02 23:55:18+00:00,0.014084507042253521,1
card_0140,142,0,88.6068309859155,3521.42,2013-01-02 23:09:48+00:00,0.0,0
card_0141,142,0,77.74098591549296,795.0,2013-01-02 23:20:21+00:00,0.0,0
card_0142,142,0,106.9806338028169,1970.99,2013-01-02 23:49:08+00:00,0.0,0
card_0143,142,0,58.395281690140855,858.7,2013-01-02 23:58:55+00:00,0.0,0
card_0144,142,0,105.71133802816901,5356.42,2013-01-02 23:34:01+00:00,0.0,0
card_0145,142,0,79.36584507042254,1084.69,2013-01-02 23:42:12+00:00,0.0,0
card_0146,142,1,105.73169014084507,2823.37,2013-01-02 23:38:02+00:00,0.007042253521126761,1
card_0147,142,0,75.05978873239437,956.08,2013-01-02 23:36:41+00:00,0.0,0
card_0148,142,0,119.07098591549297,2820.05,2013-01-02 23:35:20+00:00,0.0,0
card_0149,142,0,105.2187323943662,1569.44,2013-01-02 23:58:13+00:00,0.0,0
card_0150,142,0,103.69443661971832,1620.72,2013-01-02 23:52:55+00:00,0.0,0
card_0151,142,0,89.4074647887324,1162.8,2013-01-02 23:52:57+00:00,0.0,0
card_0152,142,0,154.32387323943664,7636.3,2013-01-02 23:59:19+00:00,0.0,0
card_0153,142,0,70.85901408450704,701.71,2013-01-02 23:15:39+00:00,0.0,0
card_0154,142,0,95.3675352112676,2116.24,2013-01-02 23:23:09+00:00,0.0,0
card_0155,142,0,93.25056338028169,2646.0,2013-01-02 23:09:36+00:00,0.0,0
card_0156,142,0,78.15028169014084,897.0,2013-01-02 23:51:45+00:00,0.0,0
card_0157,142,1,117.63633802816902,3790.39,2013-01-02 23:53:11+00:00,0.007042253521126761,1
card_0158,142,0,109.90957746478873,2249.0,2013-01-02 23:42:50+00:00,0.0,0
card_0159,142,0,90.60401408450704,936.99,2013-01-02 23:11:23+00:00,0.0,0
card_0160,142,1,88.30654929577466,2530.69,2013-01-02 23:36:58+00:00,0.007042253521126761,1
card_0161,142,0,110.34612676056338,3362.0,2013-01-02 23:50:04+00:00,0.0,0
card_0162,142,0,86.4874647887324,1581.0,2013-01-02 23:20:55+00:00,0.0,0
card_0163,142,0,109.20359154929578,2543.0,2013-01-02 23:27:41+00:00,0.0,0
card_0164,142,0,76.86464788732395,1150.0,2013-01-02 23:44:36+00:00,0.0,0
card_0165,142,0,131.22028169014084,4584.88,2013-01-02 23:13:18+00:00,0.0,0
card_0166,142,1,107.57443661971831,3297.9,2013-01-02 23:58:55+00:00,0.007042253521126761,1
card_0167,142,0,74.12084507042253,1112.94,2013-01-02 23:40:24+00:00,0.0,0
card_0168,142,0,98.86169014084506,2669.41,2013-01-02 23:38:59+00:00,0.0,0
card_0169,142,0,61.672112676056344,1000.0,2013-01-02 23:34:48+00:00,0.0,0
card_0170,142,0,110.80859154929577,1691.57,2013-01-02 23:27:45+00:00,0.0,0
card_0171,142,1,140.4493661971831,4112.89,2013-01-02 23:55:15+00:00,0.007042253521126761,1
card_0172,142,0,94.66584507042253,1419.5,2013-01-02 23:09:50+00:00,0.0,0
card_0173,142,1,104.49176056338028,2957.46,2013-01-02 23:45:29+00:00,0.007042253521126761,1
card_0174,142,0,97.4480985915493,1327.53,2013-01-02 23:45:35+00:00,0.0,0
card_0175,142,0,111.63035211267606,1561.06,2013-01-02 23:37:20+00:00,0.0,0
card_0176,142,1,92.79957746478874,1574.94,2013-01-02 23:24:39+00:00,0.007042253521126761,1
card_0177,142,0,104.5912676056338,1106.04,2013-01-02 23:07:34+00:00,0.0,0
card_0178,142,0,82.17985915492957,1007.43,2013-01-02 23:45:58+00:00,0.0,0
card_0179,142,2,87.44845070422535,1740.0,2013-01-02 23:45:24+00:00,0.014084507042253521,1
card_0180,142,0,92.40795774647887,1902.0,2013-01-02 23:57:22+00:00,0.0,0
card_0181,142,0,93.18978873239438,1353.0,2013-01-02 23:48:01+00:00,0.0,0
card_0182,142,0,77.22661971830986,2211.52,2013-01-02 23:43:57+00:00,0.0,0
card_0183,142,0,75.05661971830986,750.0,2013-01-02 23:48:57+00:00,0.0,0
card_0184,142,0,76.8243661971831,1134.94,2013-01-02 23:54:56+00:00,0.0,0
card_0185,142,0,85.07112676056339,960.99,2013-01-02 22:58:20+00:00,0.0,0
card_0186,142,2,101.81133802816902,1631.61,2013-01-02 23:47:57+00:00,0.014084507042253521,1
card_0187,142,0,103.6794366197183,3113.91,2013-01-02 23:53:06+00:00,0.0,0
card_0188,142,0,75.24359154929577,1537.95,2013-01-02 23:54:23+00:00,0.0,0
card_0189,142,1,88.48077464788733,1925.96,2013-01-02 23:58:24+00:00,0.007042253521126761,1
card_0190,142,0,96.71732394366198,2355.99,2013-01-02 23:54:42+00:00,0.0,0
card_0191,142,0,88.12971830985916,1149.12,2013-01-02 23:19:21+00:00,0.0,0
card_0192,142,0,72.65725352112676,1306.91,2013-01-02 23:43:10+00:00,0.0,0
card_0193,142,0,65.55542253521128,537.6,2013-01-02 22:58:19+00:00,0.0,0
card_0194,142,0,86.46274647887323,1272.2,2013-01-02 23:14:51+00:00,0.0,0
card_0195,142,1,88.64161971830987,3629.22,2013-01-02 23:52:36+00:00,0.007042253521126761,1
card_0196,142,0,47.253732394366196,456.0,2013-01-02 23:53:19+00:00,0.0,0
card_0197,142,0,105.93591549295775,2101.85,2013-01-02 23:50:49+00:00,0.0,0
card_0198,142,0,96.98647887323943,1279.02,2013-01-02 23:34:32+00:00,0.0,0
card_0199,142,0,78.68704225352113,1534.0,2013-01-02 22:47:58+00:00,0.0,0
card_0200,142,1,84.35112676056337,2297.74,2013-01-02 23:59:26+00:00,0.007042253521126761,1
card_0201,142,0,84.42190140845071,1061.44,2013-01-02 23:50:32+00:00,0.0,0
card_0202,142,0,89.53098591549295,908.48,2013-01-02 23:27:29+00:00,0.0,0
card_0203,142,0,95.45154929577465,1645.46,2013-01-02 23:04:44+00:00,0.0,0
card_0204,142,1,69.62683098591549,716.5,2013-01-02 23:32:53+00:00,0.007042253521126761,1
card_0205,142,0,115.44626760563379,1774.0,2013-01-02 22:59:05+00:00,0.0,0
card_0206,142,0,67.80401408450705,1280.0,2013-01-02 22:03:28+00:00,0.0,0
card_0207,142,0,80.68443661971831,946.61,2013-01-02 23:44:22+00:00,0.0,0
card_0208,142,0,65.30647887323944,1472.42,2013-01-02 23:48:27+00:00,0.0,0
card_0209,142,0,116.49161971830986,3917.92,2013-01-02 22:52:42+00:00,0.0,0
card_0210,142,0,103.86901408450704,1968.0,2013-01-02 23:36:42+00:00,0.0,0
card_0211,142,0,86.67338028169014,1350.0,2013-01-02 23:25:01+00:00,0.0,0
card_0212,142,0,108.61492957746479,1198.0,2013-01-02 23:38:09+00:00,0.0,0
card_0213,142,0,63.165070422535216,559.13,2013-01-02 23:40:47+00:00,0.0,0
card_0214,142,0,73.89922535211268,1952.4,2013-01-02 23:59:20+00:00,0.0,0
card_0215,142,0,119.3137323943662,3898.37,2013-01-02 23:46:19+00:00,0.0,0
card_0216,142,0,77.13288732394366,879.72,2013-01-02 23:55:18+00:00,0.0,0
card_0217,142,0,65.08161971830987,1425.0,2013-01-02 23:45:37+00:00,0.0,0
card_0218,142,1,136.57915492957747,5627.06,2013-01-02 23:49:08+00:00,0.007042253521126761,1
card_0219,142,0,116.51161971830987,2353.01,2013-01-02 23:38:55+00:00,0.0,0
card_0220,142,0,67.58218309859156,603.62,2013-01-02 23:20:34+00:00,0.0,0
card_0221,142,1,95.27133802816901,1800.0,2013-01-02 22:56:27+00:00,0.007042253521126761,1
card_0222,142,1,86.07845070422535,834.33,2013-01-02 23:16:55+00:00,0.007042253521126761,1
card_0223,142,0,140.75309859154927,4644.25,2013-01-02 23:58:51+00:00,0.0,0
card_0224,142,0,76.37767605633802,554.95,2013-01-02 23:50:37+00:00,0.0,0
card_0225,142,1,61.18964788732394,584.0,2013-01-02 23:28:33+00:00,0.007042253521126761,1
card_0226,142,0,106.37732394366198,1424.0,2013-01-02 23:38:56+00:00,0.0,0
card_0227,142,0,91.28598591549296,2500.0,2013-01-02 23:31:59+00:00,0.0,0
card_0228,142,1,83.0593661971831,1531.16,2013-01-02 23:31:19+00:00,0.007042253521126761,1
card_0229,142,0,62.64598591549296,657.22,2013-01-02 23:34:11+00:00,0.0,0
card_0230,142,0,86.00584507042254,3039.46,2013-01-02 23:54:07+00:00,0.0,0
card_0231,142,0,82.90922535211267,4276.82,2013-01-02 23:34:21+00:00,0.0,0
card_0232,142,0,104.82830985915494,1124.94,2013-01-02 23:38:17+00:00,0.0,0
card_0233,142,0,83.27450704225352,1215.51,2013-01-02 23:41:11+00:00,0.0,0
card_0234,142,0,65.50450704225352,900.0,2013-01-02 23:19:24+00:00,0.0,0
card_0235,142,0,91.56211267605633,947.3,2013-01-02 23:10:02+00:00,0.0,0
card_0236,142,0,78.39288732394365,1000.0,2013-01-02 22:49:37+00:00,0.0,0
card_0237,142,0,78.32281690140846,1775.15,2013-01-02 23:39:50+00:00,0.0,0
card_0238,142,0,81.1619014084507,2126.13,2013-01-02 23:15:51+00:00,0.0,0
card_0239,142,0,89.41471830985915,1843.06,2013-01-02 23:37:21+00:00,0.0,0
card_0240,142,1,128.07035211267606,5964.95,2013-01-02 23:46:12+00:00,0.007042253521126761,1
card_0241,142,0,74.44739436619719,769.22,2013-01-02 23:15:42+00:00,0.0,0
card_0242,142,0,92.0656338028169,1371.35,2013-01-02 22:55:43+00:00,0.0,0
card_0243,142,0,121.56901408450703,4476.72,2013-01-02 23:50:24+00:00,0.0,0
card_0244,142,0,79.83387323943661,1286.0,2013-01-02 23:40:19+00:00,0.0,0
card_0245,142,0,85.72866197183099,1186.0,2013-01-02 22:37:14+00:00,0.0,0
card_0246,142,0,94.82957746478873,2701.6,2013-01-02 23:10:51+00:00,0.0,0
card_0247,142,0,98.9061971830986,1220.06,2013-01-02 23:44:00+00:00,0.0,0
card_0248,142,1,78.22591549295774,2394.0,2013-01-02 23:06:10+00:00,0.007042253521126761,1
card_0249,142,1,105.22697183098592,1213.0,2013-01-02 23:46:03+00:00,0.007042253521126761,1
card_0250,142,0,84.89049295774649,1266.7,2013-01-02 23:03:22+00:00,0.0,0
card_0251,142,0,93.46,1177.84,2013-01-02 22:47:11+00:00,0.0,0
card_0252,142,1,69.56774647887325,729.39,2013-01-02 23:48:32+00:00,0.007042253521126761,1
card_0253,142,0,103.13302816901408,3651.81,2013-01-02 23:48:42+00:00,0.0,0
card_0254,142,0,66.57528169014086,793.23,2013-01-02 23:06:50+00:00,0.0,0
card_0255,142,0,88.62387323943662,2098.0,2013-01-02 23:35:11+00:00,0.0,0
card_0256,142,1,103.0674647887324,4351.1,2013-01-02 23:49:09+00:00,0.007042253521126761,1
card_0257,142,1,107.54577464788733,1133.0,2013-01-02 23:51:10+00:00,0.007042253521126761,1
card_0258,142,0,103.59295774647887,1200.0,2013-01-02 23:05:47+00:00,0.0,0
card_0259,142,0,82.77985915492958,1992.66,2013-01-02 23:49:24+00:00,0.0,0
card_0260,142,0,113.3761971830986,3336.0,2013-01-02 23:52:13+00:00,0.0,0
card_0261,142,0,80.70739436619719,1231.08,2013-01-02 23:56:42+00:00,0.0,0
card_0262,142,0,93.68570422535211,2754.0,2013-01-02 23:15:03+00:00,0.0,0
card_0263,142,1,70.38992957746478,1376.66,2013-01-02 23:05:09+00:00,0.007042253521126761,1
card_0264,142,0,96.78204225352113,3167.74,2013-01-02 22:39:59+00:00,0.0,0
card_0265,142,1,78.14147887323944,1848.0,2013-01-02 22:46:40+00:00,0.007042253521126761,1
card_0266,142,0,71.45119718309859,1054.42,2013-01-02 22:42:28+00:00,0.0,0
card_0267,142,0,279.31197183098595,25691.16,2013-01-02 23:18:34+00:00,0.0,0
card_0268,142,0,90.83422535211267,1295.06,2013-01-02 23:49:49+00:00,0.0,0
card_0269,142,0,91.70823943661972,1326.0,2013-01-02 23:57:35+00:00,0.0,0
card_0270,142,2,81.46422535211268,1456.03,2013-01-02 23:30:32+00:00,0.014084507042253521,1
card_0271,142,0,115.40718309859155,4905.0,2013-01-02 23:39:09+00:00,0.0,0
card_0272,142,0,69.24218309859154,955.1,2013-01-02 23:28:29+00:00,0.0,0
card_0273,142,0,109.49422535211268,3026.52,2013-01-02 23:04:42+00:00,0.0,0
card_0274,142,0,54.68866197183099,1014.81,2013-01-02 23:25:19+00:00,0.0,0
card_0275,142,0,124.78035211267607,3382.0,2013-01-02 23:52:33+00:00,0.0,0
card_0276,142,1,80.20767605633803,999.0,2013-01-02 23:51:22+00:00,0.007042253521126761,1
card_0277,142,0,78.76436619718311,1149.5,2013-01-02 23:42:25+00:00,0.0,0
card_0278,142,0,66.30619718309859,865.15,2013-01-02 23:45:25+00:00,0.0,0
card_0279,142,0,70.10640845070422,1837.0,2013-01-02 23:58:32+00:00,0.0,0
card_0280,142,0,106.71711267605633,1701.6,2013-01-02 23:44:30+00:00,0.0,0
card_0281,142,1,76.02035211267605,2281.13,2013-01-02 23:58:01+00:00,0.007042253521126761,1
card_0282,142,0,111.11401408450705,1939.46,2013-01-02 22:43:59+00:00,0.0,0
card_0283,142,0,116.44485915492956,3769.6,2013-01-02 23:06:32+00:00,0.0,0
card_0284,142,0,74.47887323943662,1310.64,2013-01-02 23:44:09+00:00,0.0,0
card_0285,142,0,107.48464788732394,2500.0,2013-01-02 23:58:54+00:00,0.0,0
card_0286,142,0,89.56866197183099,1653.07,2013-01-02 23:43:54+00:00,0.0,0
card_0287,142,0,89.39161971830987,1252.51,2013-01-02 23:20:34+00:00,0.0,0
card_0288,142,0,150.11887323943662,2746.34,2013-01-02 23:39:31+00:00,0.0,0
card_0289,142,0,109.65260563380282,3237.21,2013-01-02 23:41:53+00:00,0.0,0
card_0290,142,0,49.77323943661972,817.5,2013-01-02 23:39:40+00:00,0.0,0
card_0291,142,0,82.26098591549295,1029.75,2013-01-02 23:57:09+00:00,0.0,0
card_0292,142,0,88.46704225352113,1895.88,2013-01-02 23:56:35+00:00,0.0,0
card_0293,142,1,82.20260563380282,1099.0,2013-01-02 23:27:29+00:00,0.007042253521126761,1
card_0294,142,0,77.65612676056338,1163.43,2013-01-02 23:51:38+00:00,0.0,0
card_0295,142,0,57.82725352112676,412.67,2013-01-02 23:44:06+00:00,0.0,0
card_0296,142,1,92.69154929577465,2058.0,2013-01-02 23:54:21+00:00,0.007042253521126761,1
card_0297,142,0,89.20429577464789,1140.0,2013-01-02 23:51:48+00:00,0.0,0
card_0298,142,0,105.39774647887323,3363.79,2013-01-02 22:39:04+00:00,0.0,0
card_0299,142,0,61.15471830985915,986.78,2013-01-02 23:54:33+00:00,0.0,0
card_0300,142,0,80.52908450704224,1853.62,2013-01-02 23:42:46+00:00,0.0,0
card_0301,142,0,87.20225352112675,1499.3,2013-01-02 23:41:22+00:00,0.0,0
card_0302,142,0,98.45964788732395,1327.11,2013-01-02 23:15:01+00:00,0.0,0
card_0303,142,0,67.3344366197183,1000.0,2013-01-02 23:30:08+00:00,0.0,0
